clean_title,title,postings,adverts,companies,job_family,coherence,median_salary,salaried_adverts,remote_pct,rep_job_link,rep_company,summary
"software engineer, frontend","Software Engineer, Frontend",95,36,12,engineering,0.811,190000.0,20,0.0,https://www.linkedin.com/jobs/view/lead-software-engineer-front-end-javascript-at-jobs-for-humanity-3806000799,Jobs for Humanity,"Job Description
Center 1 (19052), United States of America, McLean, Virginia
Lead Software Engineer, Front End (JavaScript)
Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Front End Software Engineers who are passionate about using cutting-edge open source frameworks with emerging technologies. As a Capital One Lead Software Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One.
What You’ll Do
Work with a team of developers with deep experience in distributed microservices and full stack systems
Perform software development on Front End Applications leveraging a test-driven development pattern
Own the technical design and development of cross-functional, multi-platform application systems
Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology communities, and mentoring other members of the engineering community
Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve financial empowerment
Utilize programming languages like JavaScript (Angular, React, Node), HTML/CSS, TypeScript and Java, open source frameworks, RESTful web services, and work on cross-browser and cross-device development
Basic Qualifications
Bachelor’s Degree
At least 6 years of professional software engineering experience (Internship experience does not apply)
At least 1 year experience with cloud computing (AWS, Microsoft Azure, Google Cloud)
Preferred Qualifications
Master's Degree
7+ years of experience in at least one of the following: JavaScript, React, "
network administrator,Network Administrator,95,91,81,network_infra,0.717,115799.0,23,4.2,https://www.linkedin.com/jobs/view/senior-network-administrator-with-security-clearance-at-clearancejobs-3800761854,ClearanceJobs,"Job Details Job Description Computer World Services, Corporation (CWS) is seeking a highly skilled and experienced Network Administrator to provide comprehensive systems of systems administration support for the current Continental United States (CONUS), Outside of Continental United States (OCONUS), Korea, Japan, European, Southwest Asia, and Pacific Theater architectures. The Network Administrator will work with a team to provide support on a 24/7/365 basis to ensure the Army Enterprise systems of systems operate efficiently, securely, and effectively. The candidate will be responsible for network configuration, security, and overall network administration in collaboration with our team. Key Tasks and Responsibilities
Provide network administration support for the Army Enterprise across multiple geographic locations, including Fort Huachuca and various worldwide sites as required.
Offer technical advice and support services for network planning, validation, implementation, and management based on government-determined priorities.
Keep the Contracting Officer's Representative (COR) informed of any cost, schedule, or performance impacts as they occur.
Configure and maintain network hardware, firewalls, and security software.
Manage remote access and site-to-site VPNs, Intrusion Detection and Prevention Systems (IDS/IPS), and network security capabilities.
Support virtual routing and forwarding (VRF), forward/reverse web proxy servers, load balancers, and network security technologies.
Address technical questions concerning enterprise solutions in tactical environments, virtual environments, and closed networks.
Experience with Army deployment and operations dealing with security applications and systems of systems administration support.
Experience with OCONUS application technical support requirements, Korea, Japan, European, Southwest Asia, and Pacific Theater architectures.
Provide assistance with security applications in Computer Network Defense Operations and A"
"manager, threat model assessor","Manager, Threat Model Assessor",95,26,4,security,0.937,211350.0,23,0.0,https://www.linkedin.com/jobs/view/manager-threat-model-assessor-at-jobs-for-humanity-3792327539,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Capital One
Job Description
Manager, Threat Model Assessor At Capital One, we are looking for someone to consult and collaborate on initiatives, programs, and projects related to Information Security. We want someone who understands risk and security, but also knows when to seek help from experts. We value innovation and teamwork as we strive to protect our customers and associates. As a Manager, Threat Model Assessor, you will need extensive experience in security architecture, including threat modeling, security design, and strategic thinking about security threats. In this role, you will: - Understand, assess, and write threats for critical initiatives - Identify and assess current security threats and potential risks - Develop solutions and mitigation strategies for threats - Create threat models to analyze and mitigate security risks - Collaborate with other cyber teams to communicate threats and recommendations - Provide expert advice and guidance on security-related matters - Have a deep understanding of security concepts, architectures, and systems About You: - You enjoy working in a fast-moving, modern computing environment - You have a passion for securing modern computing platforms - You are eager to continuously learn about new technologies - You have strong conceptual thinking and communication skills - You can work well with minimal supervision - You are a strong leader and can work effectively with different people and roles - You handle "
technical business analyst,Technical Business Analyst,93,89,79,product,0.73,108680.0,8,7.5,https://www.linkedin.com/jobs/view/technical-business-analyst-at-korn-ferry-3794082896,Korn Ferry,"We have partnered with our client in their search for a Technical Business Analyst.
Responsibilities:
Analyze, define and document requirements and business processes.
Develop systems specifications, process flow and conversion strategies.
Create technical and functional user documentation.
Contribute to the development of new tools, processes and solutions to meet desired product needs.
Follow established business processes, protocols and quality standards in the development and deployment of complex solutions.
Gather business requirements and translate them into user stories/functional specifications.
Performs product user acceptance testing to ensure it functionally meets the requirements.
Identifies and documents process improvements and functional specifications based on research of best practices and analysis of work group data.
Perform analysis on existing systems; identifying options for potential solutions and assessing both technical and business suitability.
Work between remote development teams, internal IT and business to ensure requirements are being met.
All other duties as assigned.
Skills Required:
Strong Data Analysis, documentation, writing and power point presentation skills.
Broad understanding of software development methodologies, platforms, tools, databases, and languages.
Experience using a recognized development methodology, e.g., Agile and SCRUM .
Proficient in Microsoft Office products.
Moderate facilitation skills: ability to facilitate workshops. - organization and coordination of the Team experience
Strong communication skills that allow for effective communication across all levels of the organization.
Written communication skills including process documentation.
IT research, software analysis, and design skills.
Business requirements gathering.
Understanding of the role of BA in the full software development life cycle.
Experience in gathering business requirements and translating them into user stories/functional specifications on c"
software test engineer,Software Test Engineer,91,82,67,qa,0.679,138946.0,25,1.1,https://www.linkedin.com/jobs/view/sr-software-test-engineer-at-ust-3804272937,UST,"Job Description
Sr. Software Test Engineer
Lead II - Software Testing
Who We Are
Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.
UST is a mission-driven group of over 39,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live.
With us, you’ll create a boundless impact that transforms your career—and the lives of people across the world.
Visit us at UST.com .
You Are
As a Sr. Software Test Engineer, you work with Product Managers, Developers, Analysts, and cross-functional global teams in a fast-paced and ever-changing environment to understand features and technical implementation. You are responsible for using cases, creating test cases, automating and executing test cases, and generating reports in order to report to stakeholders on the quality and reliability of multiple applications across platforms and different verticals at UST delivering high-quality products for our clients working independently under minimal guidance. As a Test Engineer at UST, you are not a pure black box tester; you must be able to understand software internals, debug problems, and automate repetitive tasks with scripting tools and user-level automation tools.
The Opportunity
Develop test strategy, plan and create test cases, execute test scenarios, and participate in troubleshooting and collaborating with development partners
Analyzing Test Scenarios and designing/converting to automation scripts
Maintenance/up-gradation of existing automation scripts
Work with teams in various time zones and ensure timely and flawless delivery
Support multiple projects, and coordinate testing "
frontend,Frontend,90,14,9,engineering,0.677,43160.0,8,0.0,https://www.linkedin.com/jobs/view/front-end-associate-%2415hr-%2415-50hr-up-to-%24500-bonus-at-jobs-for-humanity-3788484608,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Wegmans Food Markets to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Wegmans Food Markets
Job Description
Schedule:
Part-time
Availability:
Morning, Afternoon, Evening (including weekends)
Age Requirement:
Must be 16 years or older
Location:
McLean, VA
Address:
1835 Capital One Drive South
Pay:
$15.50 - $16 / hour
Job Posting:
12/15/2023
Job Posting End:
01/12/2024
Job ID:
R0195323
Earn a Bonus Up to $500! Immediate Hiring!
At Wegmans, we are committed to providing the best for our customers every day. We value helpfulness, delicious meals, and using the freshest ingredients. We are currently seeking team members for the following roles: Cashier, E-Commerce Store Shopper, Lot Attendant (Helping Hands), Maintenance, Accounting Office, and Service Desk. If you enjoy working in a fast-paced and dynamic environment, are passionate about food and trying new things, and want to make a difference in a customer's shopping experience, Wegmans is the perfect place for you!
What will I do?
Show enthusiasm for the exceptional products we offer
Share your passion for food and knowledge with customers
Make a difference in a customer's day and their reason for returning to our store
Be part of an energetic team where you can do what you love every day
Wegmans believes in prioritizing the needs of our people. We offer competitive pay, a variety of benefits and perks, and care about the well-being and success of each person. We understand that everyone has unique scheduling needs, and we are proud to offer flexibility in schedul"
web developer,Web Developer,90,86,76,engineering,0.69,110000.0,12,12.2,https://www.linkedin.com/jobs/view/web-developer-nodejs-reactjs-at-innovative-metrics-3787734594,Innovative Metrics,"*** WE DO NOT ACCEPT REMOTE CANDIDATES FOR THIS POSITION ***
Innovative Metrics is looking for an experienced Web Developer to join our team in our Beverly Hills office. This role is responsible for coding, planning and collaborating on a variety of online apps and websites.
The ideal candidate takes pride in writing clean, effective and well structured code; and must have the ability to solve business problems and implement new features quickly and efficiently.
Salary Range: $80,000 - $155,000 a year
Responsibilities:
Plan – Collaborate with product owners and developers to understand business needs/features and put develop a plan to implement.
Code - Write clean well structured code adhering to team framework and convention.
Implement - QA and fix potential bugs to have ready to production release.
Requirements:
Back-End: NodeJS, Express, SQL/noSQL and third party APIS
Front-End: ReactJS, Redux, ES6, HTML/CSS
Experience with HTTP APIs and RESTful web services
General understanding of UI/UX best practices
Docker, Kubernetes and AWS Lambda experience a plus
Bachelor’s degree or equivalent practical experience
3+ years of experience in frontend / backend development
Benefits:
Medical
Paid vacation
Flexible work hours
Flexible PTO
Professional development
Unlimited snacks and paid lunch every Friday
Innovative Metrics has been building and scaling useful digital consumer products for over 20 years. Leveraging proprietary technology and strong brand recognition.
Powered by JazzHR
A4gPtkKVxT
Show more
Show less"
programmer analyst,Programmer Analyst,89,86,53,engineering,0.671,121548.0,8,5.6,https://www.linkedin.com/jobs/view/programmer-analysts-ii-at-jobs-for-humanity-3794873241,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with FIS to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: FIS
Job Description
Position Type:
Full-time
Type of Hire:
Experienced (relevant combination of work and education)
Preferred Education:
Bachelor's degree in Computer Science
Job Description
FIS Management Services, LLC seeks Programmer Analysts II in Jacksonville, FL to provide application software development services or technical support typically in a defined project. As a Programmer Analyst, you will develop program logic for new applications or modify existing logic in current applications. This position involves coding, testing, debugging, documenting, implementing, and maintaining software applications. You will also maintain, test, and integrate application components. It is important to have an understanding of FIS systems and the financial services industry. Additionally, you will analyze requirements, translate them into product designs, write technical specifications and other forms of documentation, and suggest technical alternatives to improve processes and systems. Completing project assignments and special projects will also be part of your responsibilities. This role may involve providing leadership and guidance to other technical professionals.
Requirements:
Bachelor's degree in Computer Science, Computer Engineering, Information Systems, or a related field; or related field and three (3) years of experience in the job offered or a related occupation.
Experience with end-to-end systems development life cycles including waterfall, iterative, a"
business data analyst,Business Data Analyst,88,70,52,data,0.695,80000.0,13,5.7,https://www.linkedin.com/jobs/view/business-data-analyst-at-carter-machinery-3801605616,Carter Machinery,"Job Details
Description
Carter Machinery Company, the authorized Caterpillar dealer serving Virginia, West Virginia, Maryland, Delaware and Washington D.C. is hiring a Business Data Analyst. The Business Data Analyst job is responsible for analyzing business problems and issues using data from internal and external sources to provide insight to analysts and decision makers. Additional responsibilities include identifying and interpreting trends and patterns in datasets to locate influences, creating specifications for reports and analysis based on business needs and required or available data elements. The Business Data Analyst may participate in cross functional teams to address business issues. Seeking candidates with three years of practical experience delivering production deployed solutions. Previous project management portfolio experience. Bachelor’s degree in a quantitative field, such as computer science, business, mathematics, economics, statistics, or engineering preferred.
Requirements For The Business Data Analyst Position Include
Self-starter and driven while working in team environment.
Thorough understanding of analytical methods and business acumen to guide cross functional teams. Must understand segment strategy and dollarize enterprise benefits.
Working knowledge of one or more programming languages.
Technical expert level Tableau Desktop, Server, and Power BI Developer and Pro Skills.
Strong knowledge of Microsoft Management studio, SQL, DevOps, Excel, Alteryx, Power Apps.
Strong attention to detail in order to spot inaccuracies in coding and data.
Effective communication skills in relating complicated subject matter.
Able to train and educate others.
Must have a proven background of prioritizing projects/requirements with a link to business impact.
Able to work hours necessary to meet job demands.
Physical requirements must be met for the Business Data Analyst job, including the ability sit or stand for prolonged periods of time. Able to lift, ca"
java software engineer,Java Software Engineer,85,73,50,engineering,0.73,155813.0,7,2.4,https://www.linkedin.com/jobs/view/senior-java-software-engineer-at-dpp-tech-3794338347,DPP Tech,"About the Role: Sr. Java Developer
We have an urgent requirement for a Sr. Java Developer for our direct client.
Must be able to work onsite at the office in the Livermore, CA.
Additional security clearance needed. US Citizens only
Requirements:
Strong hands-on development experience on Java / J2EE technologies. Specifically focusing on Java 17 and Spring
Total professional experience of 8+ years in Software Engineering
Minimum relevant experience of 5-7 years (recent)
Thorough understanding of Object-Oriented analysis and design principles
Hands-on Experience in application/Product Development and Spring (MVC) framework
Good Practical application of Java/J2EE Design patterns
Strong working knowledge of Kubernetes
Strong Working knowledge of SOAP APIs
Strong Working knowledge of RESTful APIs
Strong working knowledge of SQL
Strong working knowledge of CI / CD Technologies
Strong working knowledge of one of ORM technologies like Hibernate / IBatis / MyBatis
Strong working knowledge of SQL databases.
Strong working knowledge of Continuous integration tools like Jenkins/Chef
Strong working knowledge of Code Quality tools/frameworks like Sonar
Strong working knowledge of Automated Testing. Unit Testing, Integration Testing & Contract Testing including TDD.
Good knowledge of Cloud.
Good knowledge of Agile development methodologies
Working Knowledge of infrastructure monitoring tools like Nagios, New Relic etc.
Good-to-Have:
Knowledge of PLSQL
Knowledge of SQL Performance Tuning
Knowledge of Cloud Foundry (Pivotal CF)
Experience working in Kafka or Azure Event Hub
On-call support experience with PagerDuty, Service Now
Knowledge of Splunk
Experience working with Lean and Extreme Programming (XP)
Perform code reviews and suggest coding practices to team
Mentor and Guide team on tech and soft skill
---
About Us: DPP Tech
DPP Tech is a technology consulting and staffing services company based in the San Francisco Bay Area. We work with direct clients only – our resumes are not"
"software engineer, devops","Software Engineer, Devops",85,22,3,devops,0.905,173350.0,18,0.0,https://www.linkedin.com/jobs/view/senior-software-engineer-devops-at-jobs-for-humanity-3792325669,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Capital One
Job Description
Job Title: Senior Software Engineer, DevOps Location: McLean, Virginia, United States Do you have a passion for technology and problem-solving? Are you interested in working in a fast-paced and collaborative environment? At Capital One, we are a diverse and inclusive team of problem solvers who are dedicated to meeting the needs of our customers. We are seeking DevOps Engineers who are excited about using data and emerging technologies to make a difference. As a DevOps Engineer, you will play a vital role in driving transformation within Capital One. What You'll Do: - Collaborate with Agile teams to design, develop, test, implement, and support technical solutions using full-stack development tools and technologies. - Stay updated on tech trends, experiment with new technologies, participate in technology communities, and mentor others in the engineering community. - Work with digital product managers to deliver cloud-based solutions that empower millions of Americans in achieving financial stability. - Utilize programming languages like Java, Python, SQL, Ruby, and Go, as well as container orchestration services like Docker and Kubernetes, CM tools like Ansible and Terraform, and various AWS tools and services. Basic Qualifications: - Bachelor's degree. - At least 4 years of experience in DevOps Engineering (Internship experience does not apply). - At least 2 years of experience with Cloud Native technologies (Amazon Web Ser"
software engineer manager,Software Engineer Manager,83,77,57,engineering,0.668,154500.0,28,3.6,https://www.linkedin.com/jobs/view/software-engineering-manager-with-security-clearance-at-clearancejobs-3795327559,ClearanceJobs,"Job Description At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is looking for a Software Engineering Manager to join our growing team in Kent, WA. This position will work within the Boeing Defense, Space, & Security (BDS) business unit and will lead software engineers within the Rapid Space Capabilities (RSC) software team. The charter of the RSC team is to rapidly develop and deploy innovative, experimental products requiring highly advanced and novel approaches to achieve never-before-attempted missions. We work with a variety of customers to develop next-generation technologies in space. Our group works all facets of engineering from technology investment, concept development, proposal writing, requirements, design, build, integration, test, and demonstration of products in their relevant environments. Position Responsibilities: * Forecast, acquire and manage software personnel to meet project and organizational requirements and objectives
Determine critical skills for the organization and develop and implement staffing plans to ensure availability of the necessary skills
Develop and maintain relationships with customers, partners, peers, and program management; provide oversight of technical approaches, products and processes
Work with a geographically diverse engineering community to develop sophisticated solutions while working multiple tasks simultaneously
Develop and execute process plans, implement policies and procedures, and identify and lead process improvements
Support new business campaigns and proposal development
Develop, mentor, and motivate employees This position is expected to be 100"
it technician,IT Technician,83,81,73,it_support,0.703,70000.0,11,6.0,https://uk.linkedin.com/jobs/view/senior-it-technician-at-canyon-state-wireless-inc-3803887845,"Canyon State Wireless, Inc.","Up to £35,000 + early finish on a Friday
Full Time, Permanent
My client based near Neath are seeking a
Senior IT Technician
to join their well-established successful business in the manufacturing industry.
The primary role of the Senior IT Technician is to provide general IT support across site, administering and installing hardware/software and undertaking fault diagnosis and project work.
As a Senior IT Technician you will be required to:
Ensure IT targets are met within KPI deadlines, without compromising quality or control of costs.
Maintain Excel/Macro's/XMS/Access Databases.
Set up and install any new equipment.
Perform Software/Hardware installations and computer moves where required, logging faulty equipment with third parties when necessary.
Perform file recoveries.
Update and maintain IT Hardware/Software register.
Provide first and second line support PC Hardware and Software queries, logging all queries through the IT Helpdesk System.
Ensure awareness of how to access and execute the disaster recovery plans.
A passion for Information Technology and desire to provide management with quality reports.
Promoting the helpdesk as the primary contact point between the IT department and the user community.
Consider potential opportunities to further exploit the functionality and data held within the existing operational business systems, and make relevant recommendations to the system owner, user group and/or senior management team.
This is a permanent role, Monday to Friday with hours of work being Monday to Thursday 08.00 - 16.30 Friday 08.00 - 14.30
For immediate consideration, please forward your CV to Saskia at Vibe Recruit today.
Vibe Recruit is acting as an Employment Agency in relation to this vacancy.
Show more
Show less"
power bi developer,Power BI Developer,82,64,54,data,0.791,111280.0,6,23.2,https://uk.linkedin.com/jobs/view/power-bi-developer-at-adlib-recruitment-b-corp%E2%84%A2-3776620711,ADLIB Recruitment | B Corp™,"Exciting and Innovative Work Environment
Career Growth and Stability
Attractive Compensation Package And Employee Ownership
Power BI Developer – 12 Month FTC
I am currently working with an innovative consultancy and technology company poised for significant growth.
Centred around accelerating technical capabilities, they take on bespoke projects, creating innovative solutions and driving maximum digital value.
They are seeking a talented Power BI Developer to join their ambitious team for a 12-month fixed-term contract with a view to making it permanent. This role is crucial for their ongoing and future projects, particularly their large-scale undertaking with 2 UK FS firms.
Key Responsibilities:
Develop and maintain advanced reports, analytics, and dashboards using Power BI.
Perform data analysis, create data models, and design data integrations for BI reporting.
Collaborate with stakeholders to understand needs and provide data-driven insights.
Integrate systems and data for effective business intelligence solutions.
Test and troubleshoot BI tools and systems, ensuring data accuracy and integrity.
Document BI processes, architecture, and standards
Qualifications and Skills:
Bachelor’s degree in Computer Science, Information Technology, Data Analytics, or related
commercial experience.
Proven experience as a Power BI Developer or in a similar role.
In-depth understanding of Power BI development and administration.
Proficiency in SQL, data modelling, and data analysis.
Strong analytical skills with attention to detail and accuracy.
Excellent communication and presentation skills.
What’s on Offer:
A salary between £45,000-£55,000, plus profit share and additional benefits.
An opportunity to work in a rapidly growing, employee-owned company.
A dynamic and innovative work environment
Hybrid working (2 days per week on client site, central Bristol)
Show more
Show less"
mainframe developer,Mainframe Developer,81,80,52,engineering,0.738,,2,3.7,https://www.linkedin.com/jobs/view/mainframe-developer-at-advanced-knowledge-tech-llc-3760326861,Advanced Knowledge Tech LLC,"Essential Skills
A minimum of 6+ years of experience engineering exciting solutions
6+ years of experience in developing applications using mainframe technologies
Hands-on experience on mainframe technologies such as:
COBOL, DB2, SAS, JCL, IMS, CICS, REXX, VSAM, z/OS, TSO, ISPF, SYNCSORT, Mainframe utilities, Jobtrac- job scheduler, ISPW- change management tool
Relational databases (Sybase, DB2, SQL Server, Oracle, PostgreSQL)
Good communication skills. The incumbent will be responsible for interfacing and influencing with the business lines as well as others across IT.
Willing to work in production support activities on rotation basis
Experienced in training junior staff and leading initiatives (Application Development and Production Support)
Mortgage industry experience
Experience in Mainframe integration with APIs, IT modernization efforts a plus
Encouraging a Continuous Exploration process and likes to take on challenges with calculated risk.
Passion for driving value to customers and excitement for modern delivery (CI/CD) process.
Ability to work quickly on delivery and able to apply risk-based approach to prioritize work
Ability to quickly comprehend the functions and capabilities of new technologies, and identify process improvements and efficiencies opportunities
Good interpersonal, relationship building and team working skills
Demonstrated ability to communicate effectively with various teams, both business and technical, to achieve goals.
Motivated to learn new technologies and identify process improvements and efficiencies.
Strong verbal and written communication skills.
Takes accountability, sets expectations, and delivers high quality technical solutions within agreed upon level of effort.
Essential Qualification
Bachelors is a must
Show more
Show less"
security operations analyst,Security Operations Analyst,80,79,14,security,0.918,150000.0,3,0.0,https://www.linkedin.com/jobs/view/senior-associate-senior-security-operations-analyst-at-kpmg-us-3763184834,KPMG US,"Requisition Number:
108211 - 10
Description:
Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.
KPMG is currently seeking a Senior Associate, Senior Security Operations Analyst to join our Global Information Technology Group which is part of KPMG International.
Responsibilities:
Be accountable for managing daily security operations which focus on key business platforms ensuring integrity of changes which impact information security and control management
Collaborate with various Information Technology Services (ITS) Global teams on different security operations related tasks, analyze cloud compliance/vulnerability reports, technical review of exception request; help and guide junior team members to manage the service request queue (ServiceNow)
Work together with Automation, Cloud Security Posture Management and ITS Global Operations teams on the implementation, automation, and maintenance of new Cloud security monitoring policies within our cloud environment
Build a deep understanding of current environments, researching, and advising on IT infrastructure
Assist the Security Operations Group (SOG) Manager with daily management of core security operations process
Coordinate with platform Information System Security Officer with the daily management of information security related queries and requests
Qualifications:
Minimum five years of recent security and IT experi"
cyber security analyst,Cyber Security Analyst,80,72,64,security,0.774,121040.0,8,6.2,https://uk.linkedin.com/jobs/view/cyber-security-analyst-at-ion-3783376571,ION,"The Role:
The IT/Cyber Security Analyst is a global role within the ION Markets Division. The role will support the division’s security strategy through the identification, mitigation and remediation of information security risks to the business. This role reports to the divisional CISO.
As a member of the Markets’ IT Security Team, the successful candidate will be responsible for handling escalations from the Group-wide CSIRT Team, improving the security posture, vulnerability management/reporting through to remediation, ensuring security standards are upheld as well as providing input in to security control configuration and policies. The Security
Analyst’s
other responsibilities include meeting KPI targets defined by management and performing various other duties assigned by the divisional CISO.
We are looking for a hard-working, dedicated and motivated individual. Excellent communication skills are a must and the role holder will be expected to cultivate working relationships with other teams and colleagues of varying technical ability. The role would suit a technically strong candidate looking to drive forward career progression within a dedicated security team. Ideally the candidate will have come from related security and systems administration roles, focusing on workstation, server and network technologies.
Key Responsibilities:
This role may require some overnight, weekend and on-call activities.
The primary responsibilities of this role are to:
Protect and defend: identify, analyze and mitigate threats to IT systems and/or networks.
Use defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.
Respond to security alerts to mitigate immediate and potential threats. Use mitigation, preparedness, and response and recovery approaches, as needed, to maintain information security and minimize im"
fullstack software engineer,Fullstack Software Engineer,79,67,52,engineering,0.679,148100.0,34,13.9,https://www.linkedin.com/jobs/view/full-stack-software-engineer-senior-with-security-clearance-at-clearancejobs-3760176300,ClearanceJobs,"Job Number: R0183948 Full Stack Software Engineer, Senior
The Opportunity: As a full stack developer, you can resolve a problem with a complete end-to-end solution in a fast, gile environment. If you're looking for the chance to not just develop software, but to create a system that will make a difference, we need you on our team. We're looking for an experienced developer like you with the skills needed to develop software and systems from vision to production-ready. This role is more than just coding. As a senior full stack developer at Booz Allen, you'll use your passion to master new tools and techniques and identify needed system improvements. You'll help clients overcome their most difficult challenges using the latest architectural approaches, tools, and technologies. You'll make sure the solution developed by the team considers the current architecture and operating environment, as well as future functionality and enhancements. Work with us as we shape systems for the better. Join us. The world can't wait. You Have: * 5+ years of experience designing, modifying, developing, writing, and implementing software programming applications using Agile methods * 5+ years of experience in software development with basic programming languages, including JavScript and Python, technologies, tools, or web development stacks * Experience with Agile methodology, extreme programming, software engineering, product management, and software products * Experience writing source code for new applications or generating and enhancing code samples for existing applications * Experience using back-end and front-end languages to develop complete solutions * Experience creating solutions to complex problems within a collaborative, cross-functional team * Secret clearance * Bachelor's degree or 8+ years of experience in software engineering in lieu of a degree Nice If You Have: * Experience acquiring client requirements and resolving workflow problems through automation optimization * "
"manager, software engineer, fullstack","Manager, Software Engineer, Fullstack",79,35,3,engineering,0.888,211350.0,21,0.0,https://www.linkedin.com/jobs/view/senior-manager-software-engineering-full-stack-at-jobs-for-humanity-3804054702,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Capital One
Job Description
West Creek 3 (12073), United States of America, Richmond, Virginia
Senior Manager, Software Engineering, Full Stack
Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One Sr. Manager Software Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One.
Our team is empowering small businesses to better manage their payables and receivables by leveraging Capital One financial products and technology platforms. Your role will be creating a strategic vision for your team in partnership with our product partners and then actually implementing it. Not only will you have a great impact for our customers, but also as a people leader you’ll be empowering and enabling the next generation of engineering leaders for Capital One.
What You’ll Do:
Lead a portfolio of diverse technology projects and a team of developers with deep experience in distributed microservices, and full stack systems to create solutions that help meet regulatory needs for the company
Share your passion for staying on"
